CODIGO;DESCRIPCION;PVP;PVD
FRR340D5F04;Panel de LED de 40W. 30x120 cms. 5.000?K. LG.;550453,78;467050,42
FRS640D1-4K;Panel de LED de 40W. 60x60 cms. 4.000?K. LG.;325000;275764,71
FRS640D1-5K;Panel de LED de 40W. 60x60 cms. 5.000?K. LG.;554470,59;470462,18
FRS650D1-3K;Panel de LED de 50W. 60x60 cms. 3.000?K. LG.;572327,73;485613,44
FRS650D1-4K;Panel de LED de 50W. 60x60 cms. 4.000?K. LG.;325000;275764,71
FRS650D5-5K;Panel de LED de 50W. 60x60 cms. 5.000?K. LG.;555361,34;471218,49
FS12V;Fuente Suichada 12VDC 3A.;41201,68;34957,98
FSP-24-64-40-CA08-IP;"Luminaria tipo ""Clean Room"" de 60x120. LED. 6.400 Lumenes. IP65. 120-2";2384268,91;2023016,81
FSP-24-L3C3-CA08-IP;"Luminaria tipo ""Clean Room"" de 60x120. LED. IP65. 120-277V.";2232142,86;1893939,39
FTL-3423/BA;Aplique de muro SPICA.;160514,05;136193,74
FTL-7355/N;FAROL SIENA COLOR NEGRO E27;112848,74;95747,9
FU32T8;Tubo fluorescente 32W. en U 841.;20865,55;17705,88
FU32T8-660;Tubo fluorescente 32W. en U.660.;15361,34;13033,61
FUENTE;Adaptador 120V AC/24V DC;30016,81;25470,59
FUENTE-24DC;Fuente de 24V. DC.;144470,59;122579,83
FUENTE-DSD-1000;Fuente Smart Drive DSD-1000.;3132121,96;2657558,03
FUENTE-DSD-2000;Fuente Smart Drive DSD-2000.;4687224,29;3977038,79
FUJI-021011570B;*** INACTIVO ***;752352,94;602016,81
FUJI-021011570W;*** INACTIVO ***;677563,03;542100,84
FUJI-041011570B;*** INACTIVO ***;977899,16;782352,94
FUJI-041011570W;*** INACTIVO ***;940420,17;752352,94
FUJI-091010370B;*** INACTIVO ***;2368739,5;1894957,98
FUJI-091010370W;*** INACTIVO ***;2295462,18;1836386,55
FUJI-091013870B;*** INACTIVO ***;2266890,76;1813529,41
FUJI-1000-1010173B;Luminaria Lineal Circular. LED. 50W. Remoto. 3.000?K. 120-277V. Dia. 1000 mm. Co;1494537,82;1195630,25
FUJI-1000-1013773B;Luminaria Lineal Circular. LED. 50W. 3.000?K. 120-277V. Dia. 1000 mm. Color Negr;1474537,82;1179663,87
FUJI-1000-1013773W;Luminaria Lineal Circular. LED. 50W. 3.000?K. 120-277V. Dia. 1000 mm. Color Blan;1454537,82;1163613,45
FUJI-1000-1013774B;Luminaria Lineal Circular. LED. 50W. 4.000?K. 120-277V. Dia. 1000 mm. Color Negr;1474537,82;1179663,87
FUJI-1000-1013774W;Luminaria Lineal Circular. LED. 50W. 4.000?K. 120-277V. Dia. 1000 mm. Color Blan;1454537,82;1163613,45
FUJI-1000-1013775B;Luminaria Lineal Circular. LED. 50W. 5.000?K. 120-277V. Dia. 1000 mm. Color Negr;1474537,82;1179663,87
FUJI-1000-1013775W;Luminaria Lineal Circular. LED. 50W. 5.000?K. 120-277V. Dia. 1000 mm. Color Blan;1454537,82;1163613,45
FUJI-1000-1023773B;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 1000 mm. Color Neg;1561428,57;1249159,66
FUJI-1000-1023773W;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 1000 mm. Color Bla;1541428,57;1233109,24
FUJI-1000-1023774B;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 1000 mm. Color Neg;1561428,57;1249159,66
FUJI-1000-1023774W;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 1000 mm. Color Bla;1541428,57;1233109,24
FUJI-1000-1023775B;Luminaria Lineal Circular. LED. 100W. 5.000?K. 120-277V. Dia. 1000 mm. Color Neg;1561428,57;1249159,66
FUJI-1000-1023775W;Luminaria Lineal Circular. LED. 100W. 5.000?K. 120-277V. Dia. 1000 mm. Color Bla;1541428,57;1233109,24
FUJI-101010471B;*** INACTIVO ***;1987983,19;1590420,17
FUJI-101011758;*** INACTIVO ***;2018991,6;1615210,08
FUJI-101011774B;*** INACTIVO ***;1968067,23;1574453,78
FUJI-101011774W;*** INACTIVO ***;2005546,22;1604453,78
FUJI-101013770B;*** INACTIVO ***;1899495,8;1519663,87
FUJI-101013770W;*** INACTIVO ***;499243,7;399327,73
FUJI-101013771B;*** INACTIVO ***;1899495,8;1519663,87
FUJI-101013858B;*** INACTIVO ***;2018151,26;1614537,82
FUJI-101013870B;*** INACTIVO ***;1921008,4;1536806,72
FUJI-101013870W;*** INACTIVO ***;1896806,72;1517478,99
FUJI-101013973B;*** INACTIVO ***;2009579,83;1607647,06
FUJI-111013870B;*** INACTIVO ***;2529915,97;2023949,58
FUJI-1160-1000000B;Luminaria Lineal Circular. Sin parte electrica. Dia. 1160 mm. Color Negro.;872436,97;697983,19
FUJI-1160-1010173B;Luminaria Lineal Circular. LED. 50W. 3.000?K. 120-277V. Dia. 1160 mm. Color Negr;1666218,49;1332941,18
FUJI-1160-1010174B;Luminaria Lineal Circular. LED. 50W. 4.000?K. 120-277V. Dia. 1160 mm. Color Negr;1666218,49;1332941,18
FUJI-1160-1010174W;Luminaria Lineal Circular. LED. 50W. 4.000?K. 120-277V. Dia. 1160 mm. Color Blan;1641176,47;1312941,18
FUJI-1160-1011773W;Luminaria Lineal Circular. LED. 50W. 3.000?K. 120-277V. Dia. 1160 mm. Color Blan;1627226,89;1301848,74
FUJI-1160-1011774B;Luminaria Lineal Circular. LED. 50W. 4.000?K. 120-277V. Dia. 1160 mm.;1652268,91;1321848,74
FUJI-1160-1011774W;Luminaria Lineal Circular. LED. 50W. 4.000?K. 120-277V. Dia. 1160 mm. Color Blan;1627226,89;1301848,74
FUJI-1160-1020174B;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 1160 mm. Color Neg;1804621,85;1443697,48
FUJI-1160-1021773B;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 1160 mm. Color Neg;1776974,79;1421596,64
FUJI-1160-1021774B;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 1160 mm.;1776722,69;1421344,54
FUJI-1160-1021774W;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 1160 mm.;1750168,07;1400168,07
FUJI-1160-1034074W;Luminaria Lineal Circular. LED. 150W. 4.000?K. DALI. Dia. 1160 mm. Color Blanco.;1825378,15;1460252,1
FUJI-1200-1010174B;Luminaria Lineal Circular. LED. 50W. 4.000?K. 120-277V. Dia. 1200 mm. Color Negr;1826890,76;1461512,61
FUJI-1200-1010174W;Luminaria Lineal Circular. LED. 50W. 4.000?K. 120-277V. Dia. 1200 mm. Color Blan;1801848,74;1441512,61
FUJI-1200-1010175B;Luminaria Lineal Circular. LED. 50W. 5.000?K. 120-277V. Dia. 1200 mm. Color Negr;1826890,76;1461512,61
FUJI-1200-1011773B;Luminaria Lineal Circular. LED. 50W. 3.000?K. 120-277V. Dia. 1200 mm. Color Negr;1812941,18;1450336,13
FUJI-121021773W;*** INACTIVO ***;2680840,34;2144621,85
FUJI-121023770B;*** INACTIVO ***;2593781,51;2075042,02
FUJI-1500-1013274B;Luminaria Lineal Circular. LED. 50W. 4.000?K. 120-277V. Dia. 1500 mm. Color Negr;2290672,27;1832521,01
FUJI-1500-1020173B;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 1500 mm. Color Neg;2515674,81;2012592,17
FUJI-1500-1020174B;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 1500 mm. Color Neg;2515649,65;2012519,72
FUJI-1500-1021773B;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 1500 mm. Color Neg;2412352,94;1929915,97
FUJI-1500-1023274B;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 1500 mm. Color Neg;2354117,65;1883277,31
FUJI-1500-1024574W;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 1500 mm. Color Bla;2309159,66;1847310,92
FUJI-151021770B;*** INACTIVO ***;3035546,22;2428487,4
FUJI-1875-1020156B;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 1875 mm. Color Neg;2714201,68;2171344,54
FUJI-1875-1020169B;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 1875 mm. Color Neg;2492268,91;1993865,55
FUJI-1875-1020170B;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 1875 mm. Color Neg;2492268,91;1993865,55
FUJI-1875-1020170W;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 1875 mm. Color Bla;2454789,92;1963865,55
FUJI-1875-1021769B;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 1875 mm.;2462773,11;1970252,1
FUJI-1875-1021770B;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 1875 mm.;2464369,75;1971512,61
FUJI-1875-1021770W;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 1875 mm.;2508067,23;2006470,59
FUJI-1875-1023870B;Luminaria Lineal Circular. LED. 150W. 4.000?K. 120-277V. Dia. 1875 mm. Color Neg;2495294,12;1996218,49
FUJI-1875-1023971B;Luminaria Lineal Circular. LED. 200W. 5.000?K. 120-277V. Dia. 1875 mm. Color Neg;2547394,96;2037899,16
FUJI-1875-1030170B;Luminaria Lineal Circular. LED. 150W. 4.000?K. 120-277V. Dia. 1875 mm. Color Neg;2594033,61;2075210,08
FUJI-1875-1031770B;Luminaria Lineal Circular. LED. 150W. 4.000?K. 120-277V. Dia. 1875 mm. Color Neg;2552100,84;2041680,67
FUJI-1875-1031770W;Luminaria Lineal Circular. LED. 150W. 4.000?K. 120-277V. Dia. 1875 mm.;2511008,4;2008823,53
FUJI-2000-1010474B;Luminaria Lineal Circular. LED. 75W. 4.000?K. 120-277V. Dia. 2000 mm. Color Negr;3215294,12;2572268,91
FUJI-2000-1010474W;Luminaria Lineal Circular. LED. 75W. 4.000?K. 120-277V. Dia. 2000 mm. Color Blan;3177815,13;2542268,91
FUJI-2000-1020173B;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 2000 mm. Color Neg;3253697,48;2602941,18
FUJI-2000-1020173M;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 2000 mm. Chapilla;3527310,92;2821848,74
FUJI-2000-1020174B;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 2000 mm. Color Neg;3253697,48;2602941,18
FUJI-2000-1020175B;Luminaria Lineal Circular. LED. 100W. 5.000?K. 120-277V. Dia. 2000 mm. Color Neg;3253361,34;2602689,08
FUJI-2000-1021773B;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 2000 mm. Color Neg;3225798,32;2580588,24
FUJI-2000-1023273B;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 2000 mm. Color Neg;3166890,76;2533529,41
FUJI-2000-E-1010474B;Luminaria Lineal Circular. LED. 75W. 4.000?K. 120-277V. Driver de emergencia rem;3535462,18;2828403,36
FUJI-2000-E-1010474W;Luminaria Lineal Circular. LED. 75W. 4.000?K. 120-277V. Driver de emergencia rem;3482689,08;2786134,45
FUJI-201020471B;*** INACTIVO ***;4325798,32;3460672,27
FUJI-201031770W;*** INACTIVO ***;4251008,4;3400756,3
FUJI-211013970B;*** INACTIVO ***;3421848,74;2737478,99
FUJI-211033870B;*** INACTIVO ***;3522016,81;2817647,06
FUJI-2800-1020171W;Luminaria Lineal Circular. LED. 100W. 5.000?K. 120-277V. Dia. 2800 mm. Color Bla;3313445,38;2650756,3
FUJI-2800-1020470W;Luminaria Lineal Circular. LED. 150W. 4.000?K. 120-277V. Dia. 2800 mm. Color Bla;3452857,14;2762352,94
FUJI-2800-1021770B;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 2800 mm. Color Neg;3335546,22;2668487,4
FUJI-2800-1021770W;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 2800 mm. Color Bla;3285546,22;2628487,4
FUJI-2800-1021774W;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 2800 mm. Color Bla;3494621,85;2795714,29
FUJI-2800-1023970B;Luminaria Lineal Circular. LED. 200W. 4.000?K. 120-277V. Dia. 2800 mm. Color Neg;3418151,26;2734537,82
FUJI-2800-1031770B;Luminaria Lineal Circular. LED. 150W. 4.000?K. 120-277V. Dia. 2800 mm.;3428067,23;2742436,97
FUJI-2800-1031770W;Luminaria Lineal Circular. LED. 150W. 4.000?K. 120-277V. Dia. 2800 mm. Color Bla;3378067,23;2702436,97
FUJI-2800-1040170B;Luminaria Lineal Circular. LED. 200W. 4.000?K. 120-277V. Dia. 2800 mm. Color Neg;3573865,55;2859159,66
FUJI-2800-1041758B;Luminaria Lineal Circular. LED. 150W. 5.000?K. 120-277V. Dia. 2800 mm.;3819075,63;3055294,12
FUJI-2800-1041758W;Luminaria Lineal Circular. LED. 200W. 5.000?K. 120-277V. Dia. 2800 mm.;3769075,63;3015294,12
FUJI-2800-1041770B;Luminaria Lineal Circular. LED. 200W. 4.000?K. 120-277V. Dia. 2800 mm. Color Neg;3518067,23;2814453,78
FUJI-2800-1043970W;Luminaria Lineal Circular. LED. 400W. 4.000?K. 120-277V. Dia. 2800 mm. Color Bla;3684033,61;2947226,89
FUJI-3200-1020474B;Luminaria Lineal Circular. LED. 150W. 4.000?K. 120-277V. Dia. 3200 mm. Color Neg;5099159,66;4079327,73
FUJI-3200-1020474W;Luminaria Lineal Circular. LED. 150W. 4.000?K. 120-277V. Dia. 3200 mm. Color Bla;5036638,66;4029327,73
FUJI-3200-1043274W;Luminaria Lineal Circular. LED. 200W. 4.000?K. 120-277V. Dia. 3200 mm. Color Bla;4917478,99;3934033,61
FUJI-3200-1051774W;Luminaria Lineal Circular. LED. 250W. 4.000?K. 120-277V. Dia. 3200 mm. Color Bla;5127731,09;4102184,87
FUJI-3200-1053274W;Luminaria Lineal Circular. LED. 250W. 4.000?K. 120-277V. Dia. 3200 mm. Color Bla;4980504,2;3984453,78
FUJI-3200-E-1020474B;Luminaria Lineal Circular. LED. 150W. 4.000?K. 120-277V. Driver de emergencia re;5417899,16;4334285,71
FUJI-3200-E-1020474W;Luminaria Lineal Circular. LED. 150W. 4.000?K. 120-277V. Driver de emergencia re;5355378,15;4284285,71
FUJI-3655-1040170B;Luminaria Lineal Circular. LED. 200W. 4.000?K. 120-277V. Dia. 3655 mm. Color Neg;3946134,45;3156974,79
FUJI-3655-1041770B;Luminaria Lineal Circular. LED. 200W. 4.000?K. 120-277V. Dia. 3655 mm. Color Neg;3890252,1;3112268,91
FUJI-3655-1041770W;Luminaria Lineal Circular. LED. 200W. 4.000?K. 120-277V. Dia. 3655 mm.;3815294,12;3052268,91
FUJI-3655-1061758B;Luminaria Lineal Circular. LED. 300W. 4.000?K. 120-277V. Dia. 3655 mm.;4458739,5;3566974,79
FUJI-3655-1061758W;Luminaria Lineal Circular. LED. 300W. 5.000?K. 120-277V. Dia. 3655 mm.;4383781,51;3506974,79
FUJI-3655-1061770W;Luminaria Lineal Circular. LED. 300W. 4.000?K. 120-277V. Dia. 3655 mm.;3995294,12;3196218,49
FUJI-3655-1063970W;Luminaria Lineal Circular. LED. 600W. 4.000?K. 120-277V. Dia. 3655 mm. Color Bla;4319327,73;3455462,18
FUJI-3C-800-1013973B;Luminaria Lineal especial con 3 medias curvas. LED. 100W. Remoto. 3.000?K. 120-2;1936302,52;1549075,63
FUJI-3C1160-1010174B;Luminaria Lineal especial con 3 medias curvas. LED. 50W. 4.000?K. 120-277V. Dia.;2556470,59;2045210,08
FUJI-3C1160-1020174B;Luminaria Lineal especial con 3 medias curvas. LED. 100W. 4.000?K. 120-277V. Dia;2663361,34;2130672,27
FUJI-4030-1041770W;Luminaria Lineal Circular. LED. 200W. 4.000?K. 120-277V. Dia. 4030 mm.;4877226,89;3901764,71
FUJI-5600-1060174B;Luminaria Lineal Circular. LED. 300W. 4.000?K. 120-277V. Dia. 5600 mm. Color Neg;8828907,56;7063109,24
FUJI-5600-1061774W;Luminaria Lineal Circular. LED. 300W. 4.000?K. 120-277V. Dia. 5600 mm. Color Bla;8645126,05;6916050,42
FUJI-5600-1063274B;Luminaria Lineal Circular. LED. 300W. 4.000?K. 120-277V. Dia. 5600 mm. Color Neg;8568403,36;6854789,92
FUJI-5600-1063274W;Luminaria Lineal Circular. LED. 300W. 4.000?K. 120-277V. Dia. 5600 mm. Color Bla;8468403,36;6774789,92
FUJI-5C1160-1020174B;Luminaria Lineal especial con 5 medias curvas. LED. 100W. 4.000?K. 120-277V. Dia;4306806,72;3445462,18
FUJI-800-1010173B;Luminaria Lineal Circular. LED. 50W. Remoto. 3.000?K. 120-277V. Dia. 800 mm. Col;1206554,62;965294,12
FUJI-800-1011773B;***INACTIVO***;1192605,04;954117,65
FUJI-800-1013773B;Luminaria Lineal Circular. LED. 50W. 3.000?K. 120-277V. Dia. 800 mm. Color Negro;1186554,62;949243,7
FUJI-800-1013773W;Luminaria Lineal Circular. LED. 50W. 3.000?K. 120-277V. Dia. 800 mm. Color Blanc;1166554,62;933277,31
FUJI-800-1013774B;Luminaria Lineal Circular. LED. 50W. 4.000?K. 120-277V. Dia. 800 mm. Color Negro;1186554,62;949243,7
FUJI-800-1013774W;Luminaria Lineal Circular. LED. 50W. 4.000?K. 120-277V. Dia. 800 mm. Color Blanc;1166554,62;933277,31
FUJI-800-1013775B;Luminaria Lineal Circular. LED. 50W. 5.000?K. 120-277V. Dia. 800 mm. Color Negro;1186554,62;949243,7
FUJI-800-1013775W;Luminaria Lineal Circular. LED. 50W. 5.000?K. 120-277V. Dia. 800 mm. Color Blanc;1166554,62;933277,31
FUJI-800-1023773B;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 800 mm. Color Negr;1273445,38;1018739,5
FUJI-800-1023773W;Luminaria Lineal Circular. LED. 100W. 3.000?K. 120-277V. Dia. 800 mm. Color Blan;1253445,38;1002773,11
FUJI-800-1023774B;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 800 mm. Color Negr;1273445,38;1018739,5
FUJI-800-1023774W;Luminaria Lineal Circular. LED. 100W. 4.000?K. 120-277V. Dia. 800 mm. Color Blan;1253445,38;1002773,11
FUJI-800-1023775B;Luminaria Lineal Circular. LED. 100W. 5.000?K. 120-277V. Dia. 800 mm. Color Negr;1311680,67;1049327,73
FUJI-800-1023775W;Luminaria Lineal Circular. LED. 100W. 5.000?K. 120-277V. Dia. 800 mm. Color Blan;1253445,38;1002773,11
FUJI-800-1024074W;***INACTIVO***;1253697,48;1002941,18
FUJI-AC-091013870B;*** INACTIVO ***;2018067,23;1614453,78
FUJI-AC-101013870B;*** INACTIVO ***;2297899,16;1838319,33
FUJI-AMEBA-1050174W;Luminaria Lineal en figura curva AMEBA. LED. 250W. 4.000?K. 120-277V.Color Blanc;7387142,86;5909747,9
FUJI-C-3655-1011770B;Luminaria Lineal Cuarto Circular. LED. 50W. 4.000?K. 120-277V. Dia. 36;1055798,32;844621,85
FUJI-C-3655-1011770W;Luminaria Lineal Cuarto Circular. LED. 50W. 4.000?K. 120-277V. Dia. 36;1038319,33;830672,27
FUJI-C-3655-1023970W;Luminaria Lineal Cuarto Circular. LED. 200W. 4.000?K. 120-277V. Dia. 3655 mm. Co;1213865,55;971092,44
FUJI-C-4000-1011773B;Luminaria Lineal Cuarto Circular. LED. 50W. 3.000?K. 120-277V. Dia. 4000 mm. Col;1708907,56;1367142,86
FUJI-C-4030-1011770B;Luminaria Lineal Cuarto Circular. LED. 50W. 4.000?K. 120-277V. Dia. 40;1406218,49;1125042,02
FUJI-C-4030-1011770W;Luminaria Lineal Cuarto Circular. LED. 50W. 4.000?K. 120-277V. Dia. 40;1356050,42;1084789,92
FUJI-C-6000-1021773B;Luminaria Lineal Cuarto Circular. LED. 100W. 3.000?K. 120-277V. Dia. 6000 mm. Co;2305126,05;1844117,65
FUJI-C-8000-1021773B;Luminaria Lineal Cuarto Circular. LED. 100W. 3.000?K. 120-277V. Dia. 8000 mm. Co;2861596,64;2289327,73
FUJI-COCOC-1020174B;Luminaria Lineal en figura curva COCO CRIB. LED. 100W. 4.000?K. 120-277V.Color N;2369159,66;1895294,12
FUJI-E-2000-1020173B;Luminaria Lineal Circular especial. LED. 100W. 3.000?K. 120-277V. Dia. 2000 mm.;3335042,02;2668067,23
FUJI-L50-041773W;Luminaria Lineal en figura curva. LED. 200W. 3.000?K. 120-277V.Color B;6124957,98;4900000
FUJI-L50.1-041773W;Luminaria Lineal en figura curva. LED. 200W. 3.000?K. 120-277V.Color B;9345966,39;7476722,69
FUJI-L50.2-041773W;Luminaria Lineal en figura curva. LED. 200W. 3.000?K. 120-277V.Color Blanco.;6891344,54;5513109,24
FUJI-L51-051773W;Luminaria Lineal en figura curva. LED. 250W. 3.000?K. 120-277V.Color B;10957899,16;8766386,55
FUJI-L52-051773W;Luminaria Lineal en figura curva. LED. 250W. 3.000?K. 120-277V.Color B;8717310,92;6973865,55
FUJI-L53-021773W;Luminaria Lineal en figura curva. LED. 100W. 3.000?K. 120-277V.Color Blanco.;4776974,79;3821596,64
FUJI-L54-021773W;Luminaria Lineal en figura curva. LED. 100W. 3.000?K. 120-277V.Color Blanco.;5269159,66;4215378,15
FUJI-M-1160-1000000B;Luminaria Lineal Media Circular. Sin parte electrica. Dia. 1160 mm. Color Negro.;548823,53;439159,66
FUJI-M-1160-1010174B;Luminaria Lineal Media Circular. LED. 50W. 4.000?K. 120-277V. Dia. 1160 mm. Colo;940672,27;752521,01
FUJI-M-1160-1011774B;Luminaria Lineal Media Circular. LED. 50W. 4.000?K. 120-277V. Dia. 116;963949,58;771176,47
FUJI-M-1160-1011774W;Luminaria Lineal Media Circular. LED. 50W. 4.000?K. 120-277V. Dia. 116;914201,68;731512,61
FUJI-M-1160-1024074W;Luminaria Lineal Media Circular. LED. 100W. 4.000?K. DALI. Dia. 1160 mm. Color B;995294,12;796218,49
FUJI-M-1200-1012173B;Luminaria Lineal Media Circular. LED. 40W. 3.000?K. DALI. Dia. 1200 mm. Color Ne;1210336,13;968319,33
FUJI-M-1875-1010573B;Luminaria Lineal Media Circular. LED. 75W. 3.000?K. DALI. Dia. 1875 mm. Color Ne;1538571,43;1230840,34
FUJI-M-1875-1011770B;Luminaria Lineal Media Circular. LED. 50W. 4.000?K. 120-277V. Dia. 187;1282605,04;1026050,42
FUJI-M-1875-1011770W;Luminaria Lineal Media Circular. LED. 50W. 4.000?K. 120-277V. Dia. 187;1265042,02;1012100,84
FUJI-M-1875-1012173B;Luminaria Lineal Media Circular. LED. 40W. 3.000?K. DALI. Dia. 1875 mm. Color Ne;1465042,02;1172100,84
FUJI-M-2800-1000000B;Luminaria Lineal Media Circular. Sin parte electrica. Dia. 2800 mm. Color Negro.;1470000;1176050,42
FUJI-M-2800-1010573B;Luminaria Lineal Media Circular. LED. 75W. 3.000?K. DALI. Dia. 2800 mm. Color Ne;2377058,82;1901680,67
FUJI-M-2800-1021770B;Luminaria Lineal Media Circular. LED. 100W. 4.000?K. 120-277V. Dia. 2800 mm. Col;2169411,76;1735546,22
FUJI-M-2800-1021774B;Luminaria Lineal Media Circular. LED. 100W. 4.000?K. 120-277V. Dia. 2800 mm. Col;2284033,61;1827226,89
FUJI-M-3200-1010573B;Luminaria Lineal Media Circular. LED. 75W. 3.000?K. DALI. Dia. 3200 mm. Color Ne;2900756,3;2320588,24
FUJI-M-3655-1031770B;Luminaria Lineal Media Circular. LED. 150W. 4.000?K. 120-277V. Dia. 3655 mm. Col;2139327,73;1711512,61
FUJI-T-2800-1011770B;Luminaria Lineal Tercio Circular. LED. 50W. 4.000?K. 120-277V. Dia. 28;1195126,05;956050,42
FUJI-T-2800-1011770W;Luminaria Lineal Tercio Circular. LED. 50W. 4.000?K. 120-277V. Dia. 28;1248907,56;999075,63
FUJI14-2800-1023870W;Luminaria Lineal 1/4 Circular. LED. 150W. 4.000?K. 120-277V. Dia. 2800 mm. Color;1255210,08;1004201,68
FUJI34-2800-1063870W;Luminaria Lineal 3/4 Circular. LED. 450W. 4.000?K. 120-277V. Dia. 2800 mm. Color;3140168,07;2512184,87
FUJI34-3655-1053970W;Luminaria Lineal 3/4 Circular. LED. 500W. 4.000?K. 120-277V. Dia. 3655 mm. Color;3977983,19;3182436,97
FUJI34-3655-1063970W;Luminaria Lineal 3/4 Circular. LED. 600W. 4.000?K. 120-277V. Dia. 3655 mm. Color;4110000;3287983,19
FUS-10A;Fusible 10A 6x30;218,49;184,87
FUS-1A;Fusible de 1A.;117,65;100,84
FUSFIB;FUSION DE FIBRA;132235,29;112201,68
FUT-095;FUT095-Control Remoto Infrarojo para Cinta RGB.;143756,3;121974,79
FUT089;CONTROL REMOTO RGB 8 ZONAS;160714,28;136369,75
FUT090;FUT090-Control Remoto para Luminaria de Riel Robotica.;214294,12;181823,53
FUTT02;Reflector LED RGB 50W AC 100/240V IP65;742697,48;630168,07
FUTW-001;STH80C Luminaria de Riel RGB-W 25W.;514294,12;436369,75
FX-SC08-G2-CT2PF;Conector a fuente para cinta LED LF06A. Osram.;9806,72;8327,73
FX-SC08-G2-CT4PJ;Conector entre cintas para cinta LED LF06A. Osram.;7420,17;6294,12
FXFDL-120-20W-4K;"1.2.6 Luminaria Ba?dora LED 20W. 4000?K. 2200lm; 50000h; IP66. FP >0.";1011630,25;858352,94
FXFDL-60-10W-4K;"1.2.5 Luminaria Ba?dora 10W. 4000?K. 1100lm; 50000h; IP66. FP >0.9; T";771369,75;654495,8
FXFDL100-54W-60D;Luminaria linear ba?dora. RGBW. 54W. 24V. longitud 1 metro.;362907,56;307924,37
FXFDL100-54W-60D-CD;Luminaria linear ba?dora. RGBW. 54W. DMX. Incluye Driver. 110-240V. l;558267,32;473681,36
FXFDL30-15W-3K;Luminaria linear ba?dora 15W. 3.000?K. 120-277V. Longitud 30 centimet;234915,97;199319,33
FXFDL30-15W-4K;Luminaria linear ba?dora 15W. 4.000?K. 120-277V. Longitud 30 centimet;251394,96;213302,52
FXFDL50-18W-3K;Luminaria linear ba?dora 18W. 120V. longitud 0.5 metro.;258932,77;219697,48
G-500L;Luminaria de emergencia 1.1W G-500L . 100-230V. IP44. 60 Min de autono;392860;333340
G-DRYWALL;Gancho de sujecion para luminaria en drywall.;453,78;386,55
G1;TERMINAL TIEMPO Y ASISTENCIA 5000 HUELLAS 15000 TARJETAS EM 100000 EVE;974428,57;826789,92
G2-300L;Luminaria de emergencia GS de 305Lm IP44, bateria de 1Hr en Ni-Cd, 110;152857,14;129696,97
G315-AM;Cinta aislante amarilla.;4596,64;3899,16
G315-AZ;CInta aislante azul.;5327,73;4521,01
G315-BL;Cinta aislante Blanca.;5890,76;5000
G315-RO;Cinta aislante roja.;4588,23;3890,76
G315-VE;Cinta aislante Verde.;5890,76;5000
G320T;CInta negra aislante economica.;9667,39;8202,64
G323;Cinta aislante autofundente o 23.;57840,34;49075,63
G45D-LEDF/001/27;Bombillo Vintage 4.5W 2.700K Dim. 127V E-27;23932,77;20310,92
G80-4W-LU;Bombillo Vintage 4W. 2.000?K no dim 100-240V.;19647,06;16672,27
GAB-100X160X30;Gabinete de 1000 x 1600 x 300mms  alto x ancho x fondo, en lamina;1151789,92;977277,31
GAB-100X40X20;Gabinete Metalico de 100x40x20 cm. Doble fondo.;348218,49;295462,18
GAB-100X60X12;Gabinete metalico doble fondo de 100x60x12 cms.;455361,34;386369,75
